"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,19.6,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,18.6,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,29.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,6.4,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,13.9,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,17.8,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,31.3,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,55.5,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,19.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,7.3,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,18.4,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,13.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,11,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,9.5,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,9.2,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,13.2,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,20.2,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,17.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,27.2,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,13.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,9.3,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,16.3,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,13.7,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,20.4,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,13.9,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,15.7,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,27.1,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,31.2,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,16.1,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,7.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,10.6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,16.4,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.8,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.7,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,5.3,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,18.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,5.9,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,18.9,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,5,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,37.7,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,20.8,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,18.1,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,27,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,12.4,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,22.1,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,16.1,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,14.5,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,12,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,23.4,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,13.3,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,14.3,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,11.3,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,5.8,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,16.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,41.5,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,16.8,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,23.9,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,9.4,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,28.3,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,19.4,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,18.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,7.6,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,11.2,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,22,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,29.4,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,21.5,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,10.1,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,27.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,11.7,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,11.4,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,42.1,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,9,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,13.8,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,19.5,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,11.9,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,10.2,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,12.8,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,26,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,15,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,31.7,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,7.4,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,17,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,10.7,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,47.1,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,15.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,10.3,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,24,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,12.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,7.9,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,36.7,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,27.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,37.8,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,18.6,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,12.5,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,19.1,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,21.8,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,7.4,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,22.5,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,18.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,6.6,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,7.5,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,23,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,6.6,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,24.4,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,30,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,18.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,8.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,23.3,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,14.9,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,3.8,,
